# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.425000000E4,7.100667649E-3
1.427343750E4,1.199567523E-2
1.429687500E4,1.091223621E-2
1.432031250E4,1.981521317E-2
1.434375000E4,1.074608319E-2
1.436718750E4,2.932591647E-2
1.439062500E4,2.511616187E-2
1.441406250E4,2.069870089E-2
1.443750000E4,2.982864713E-2
1.446093750E4,1.901235003E-2
1.448437500E4,8.157745612E-3
1.450781250E4,1.572017555E-2
1.453125000E4,4.004624198E-2
1.455468750E4,2.440077233E-2
1.457812500E4,5.289302345E-3
1.460156250E4,5.632781634E-2
1.462500000E4,4.175747258E-2
1.464843750E4,1.783764771E-2
1.467187500E4,1.178102106E-2
1.469531250E4,3.504936769E-2
1.471875000E4,4.647995623E-3
1.474218750E4,3.246167046E-2
1.476562500E4,1.687649726E-2
1.478906250E4,3.015380452E-2
1.481250000E4,7.898318649E-3
1.483593750E4,3.053567838E-2
1.485937500E4,4.969907829E-2
1.488281250E4,1.848811181E-2
1.490625000E4,3.557238338E-2
1.492968750E4,1.562850222E-2
1.495312500E4,2.597092052E-2
1.497656250E4,1.582871872E-2
1.500000000E4,3.379281079E-2
1.502343750E4,2.966120066E-2
1.504687500E4,1.489712205E-2
1.507031250E4,2.497740198E-2
1.509375000E4,1.987183203E-2
1.511718750E4,5.184830854E-2
1.514062500E4,3.526679372E-2
1.516406250E4,2.603179627E-2
1.518750000E4,3.048326030E-2
1.521093750E4,4.386333419E-2
1.523437500E4,3.596685991E-2
1.525781250E4,1.582677004E-2
1.528125000E4,2.871767592E-2
1.530468750E4,3.986299160E-2
1.532812500E4,1.197571692E-2
1.535156250E4,1.743258679E-2
1.537500000E4,1.627808108E-2
1.539843750E4,1.830359081E-2
1.542187500E4,1.669374498E-2
1.544531250E4,2.419655850E-2
1.546875000E4,5.339291676E-2
1.549218750E4,4.363210569E-2
1.551562500E4,2.694745276E-2
1.553906250E4,1.272213438E-2
1.556250000E4,8.388396056E-3
1.558593750E4,8.298780263E-3
1.560937500E4,6.561175109E-3
1.563281250E4,5.594578029E-2
1.565625000E4,9.901648611E-3
1.567968750E4,1.093946481E-2
1.570312500E4,3.789110777E-2
1.572656250E4,4.557786388E-2
1.575000000E4,2.764574434E-2
1.577343750E4,1.659833047E-2
1.579687500E4,4.311723055E-2
1.582031250E4,4.286552764E-2
1.584375000E4,1.306796839E-2
1.586718750E4,4.549923548E-2
1.589062500E4,1.589145573E-2
1.591406250E4,6.488865156E-2
1.593750000E4,2.507599815E-2
1.596093750E4,3.407407122E-2
1.598437500E4,3.197089329E-2
1.600781250E4,2.411006140E-2
1.603125000E4,9.075599709E-2
1.605468750E4,5.304850581E-2
1.607812500E4,2.687036105E-2
1.610156250E4,4.392994082E-2
1.612500000E4,7.003356701E-2
1.614843750E4,3.073334603E-2
1.617187500E4,1.382609068E-2
1.619531250E4,2.095307126E-2
1.621875000E4,5.173391698E-2
1.624218750E4,2.168272738E-2
1.626562500E4,3.556511865E-2
1.628906250E4,3.183553509E-2
1.631250000E4,1.580042096E-2
1.633593750E4,3.196229629E-2
1.635937500E4,2.526229930E-3
1.638281250E4,6.337216569E-3
1.640625000E4,4.853475628E-2
1.642968750E4,8.078910562E-3
1.645312500E4,5.434845146E-2
1.647656250E4,2.873792171E-2
1.650000000E4,4.774466590E-2
1.652343750E4,2.324345954E-2
1.654687500E4,1.692512026E-2
1.657031250E4,2.103953947E-2
1.659375000E4,5.816949371E-2
1.661718750E4,1.721549016E-2
1.664062500E4,2.985675663E-2
1.666406250E4,3.903938104E-2
1.668750000E4,4.816134739E-2
1.671093750E4,5.209976709E-2
1.673437500E4,1.360009667E-2
1.675781250E4,4.959652271E-2
1.678125000E4,2.526789005E-2
1.680468750E4,1.228537299E-2
1.682812500E4,1.824791347E-2
1.685156250E4,1.289770967E-2
1.687500000E4,2.064873261E-2
1.689843750E4,1.768199903E-2
1.692187500E4,3.442793998E-2
1.694531250E4,1.815253338E-2
1.696875000E4,1.423281759E-2
1.699218750E4,8.249149728E-3
1.701562500E4,8.058003553E-2
1.703906250E4,3.383458424E-3
1.706250000E4,3.429518781E-2
1.708593750E4,1.432421866E-2
1.710937500E4,3.496551606E-2
1.713281250E4,2.053022042E-2
1.715625000E4,4.927642672E-2
1.717968750E4,1.022455185E-2
1.720312500E4,6.023652333E-3
1.722656250E4,2.610859697E-2
1.725000000E4,2.537478592E-2
1.727343750E4,2.620874144E-2
1.729687500E4,4.529131453E-2
1.732031250E4,4.386137103E-2
1.734375000E4,4.070077949E-2
1.736718750E4,2.691346655E-2
1.739062500E4,1.727849158E-2
1.741406250E4,4.469358693E-2
1.743750000E4,1.112885217E-2
1.746093750E4,2.736694201E-2
1.748437500E4,2.510255394E-2
1.750781250E4,3.063480273E-2
1.753125000E4,2.171473352E-2
1.755468750E4,5.147291921E-2
1.757812500E4,6.807686598E-2
1.760156250E4,1.076508541E-2
1.762500000E4,1.489087456E-2
1.764843750E4,4.449897313E-2
1.767187500E4,2.760330287E-2
1.769531250E4,3.432436207E-2
1.771875000E4,2.313110658E-2
1.774218750E4,1.221716451E-2
1.776562500E4,3.173553646E-2
1.778906250E4,3.853039834E-2
1.781250000E4,1.483891042E-2
1.783593750E4,4.428786497E-2
1.785937500E4,4.700355105E-2
1.788281250E4,4.868631837E-2
1.790625000E4,5.113490251E-3
1.792968750E4,2.018063614E-2
1.795312500E4,2.054224973E-2
1.797656250E4,8.505015005E-3
1.800000000E4,7.576882679E-3
1.802343750E4,4.160903291E-2
1.804687500E4,2.952418337E-2
1.807031250E4,4.017940022E-2
1.809375000E4,3.230379286E-2
1.811718750E4,3.278219262E-2
1.814062500E4,1.566113309E-2
1.816406250E4,3.045128791E-2
1.818750000E4,1.078837902E-2
1.821093750E4,7.601209160E-3
1.823437500E4,3.877161062E-2
1.825781250E4,6.724406250E-3
1.828125000E4,3.763071209E-2
1.830468750E4,1.702945419E-2
1.832812500E4,4.879794328E-2
1.835156250E4,3.442851109E-2
1.837500000E4,2.161255819E-3
1.839843750E4,1.634562692E-2
1.842187500E4,4.162542598E-2
1.844531250E4,1.741437029E-2
1.846875000E4,2.201663607E-2
1.849218750E4,1.926054430E-2
1.851562500E4,2.443053735E-2
1.853906250E4,1.400192047E-2
1.856250000E4,2.315137548E-2
1.858593750E4,3.181697569E-2
1.860937500E4,1.544780394E-2
1.863281250E4,1.400278591E-2
1.865625000E4,1.489639540E-2
1.867968750E4,1.563982865E-2
1.870312500E4,2.063802632E-2
1.872656250E4,1.605789948E-2
1.875000000E4,1.900415224E-2
1.877343750E4,3.540973242E-2
1.879687500E4,2.902975292E-2
1.882031250E4,3.172417822E-2
1.884375000E4,1.986809462E-2
1.886718750E4,2.189313060E-2
1.889062500E4,2.312136874E-2
1.891406250E4,4.227596866E-2
1.893750000E4,2.284284885E-2
1.896093750E4,3.521835229E-2
1.898437500E4,1.065408794E-2
1.900781250E4,2.778063063E-2
1.903125000E4,2.910112619E-2
1.905468750E4,3.544566240E-2
1.907812500E4,3.770217146E-2
1.910156250E4,3.223603493E-2
1.912500000E4,3.159667480E-2
1.914843750E4,1.519444793E-2
1.917187500E4,3.214682367E-2
1.919531250E4,1.116206093E-2
1.921875000E4,2.585927641E-2
1.924218750E4,7.893845637E-3
1.926562500E4,1.924022526E-2
1.928906250E4,2.075338149E-2
1.931250000E4,1.991402525E-2
1.933593750E4,7.144298810E-3
1.935937500E4,6.939182589E-4
1.938281250E4,2.675017782E-2
1.940625000E4,2.022946432E-2
1.942968750E4,8.415408884E-3
1.945312500E4,2.354451918E-2
1.947656250E4,2.151337294E-2
1.950000000E4,7.586694176E-3
1.952343750E4,2.824451349E-2
1.954687500E4,1.471263317E-2
1.957031250E4,1.415331955E-2
1.959375000E4,1.893821395E-2
1.961718750E4,1.252052359E-2
1.964062500E4,1.849721127E-2
1.966406250E4,2.418188703E-2
1.968750000E4,2.150169915E-2
1.971093750E4,1.918963330E-2
1.973437500E4,2.370319161E-2
1.975781250E4,6.180094305E-3
1.978125000E4,1.076346463E-2
1.980468750E4,1.026350097E-2
1.982812500E4,8.895325943E-3
1.985156250E4,1.554659902E-2
1.987500000E4,1.218366572E-2
1.989843750E4,2.242115126E-2
1.992187500E4,1.443219355E-2
1.994531250E4,1.402152025E-2
1.996875000E4,1.736074725E-2
1.999218750E4,7.254266712E-3
2.001562500E4,5.120904360E-3
2.003906250E4,1.404016612E-2
2.006250000E4,2.145794947E-2
2.008593750E4,2.515556060E-2
2.010937500E4,1.158897830E-2
2.013281250E4,2.170597763E-2
2.015625000E4,2.246672515E-2
2.017968750E4,2.017610320E-2
2.020312500E4,2.531985051E-2
2.022656250E4,3.891984093E-2
2.025000000E4,1.793782897E-2
2.027343750E4,2.236972048E-2
2.029687500E4,5.943799479E-3
2.032031250E4,5.430038849E-2
2.034375000E4,5.123753854E-2
2.036718750E4,5.068511226E-2
2.039062500E4,1.625157334E-2
2.041406250E4,2.360091734E-2
2.043750000E4,2.643019679E-2
2.046093750E4,6.344135203E-2
2.048437500E4,2.004889080E-2
2.050781250E4,2.150175187E-2
2.053125000E4,6.270467622E-2
2.055468750E4,6.599479183E-2
2.057812500E4,8.158572359E-2
2.060156250E4,6.037860604E-2
2.062500000E4,2.135809929E-2
2.064843750E4,4.496333087E-2
2.067187500E4,4.301896439E-2
2.069531250E4,4.909021809E-2
2.071875000E4,2.876467357E-3
2.074218750E4,7.214246073E-2
2.076562500E4,2.862045650E-2
2.078906250E4,3.904577458E-2
2.081250000E4,3.774577468E-2
2.083593750E4,5.571827221E-2
2.085937500E4,6.962420250E-2
2.088281250E4,1.302804654E-1
2.090625000E4,5.143314862E-2
2.092968750E4,2.419357950E-2
2.095312500E4,3.384105527E-2
2.097656250E4,9.802245415E-2
2.100000000E4,7.137335040E-2
2.102343750E4,8.667849720E-2
2.104687500E4,5.440256249E-2
2.107031250E4,1.673089121E-2
2.109375000E4,7.360131347E-2
2.111718750E4,3.870687437E-2
2.114062500E4,1.617811594E-2
2.116406250E4,1.617703265E-2
2.118750000E4,6.604195857E-2
2.121093750E4,5.218689601E-2
2.123437500E4,1.649071058E-2
2.125781250E4,5.970715383E-2
2.128125000E4,7.688469950E-2
2.130468750E4,9.344386155E-2
2.132812500E4,5.429858870E-2
2.135156250E4,1.173699405E-1
2.137500000E4,2.001292929E-2
2.139843750E4,6.013789081E-2
2.142187500E4,1.292119134E-1
2.144531250E4,1.514478187E-2
2.146875000E4,7.237696286E-2
2.149218750E4,1.667535645E-2
2.151562500E4,4.314538854E-2
2.153906250E4,4.785149089E-2
2.156250000E4,2.917884411E-2
2.158593750E4,2.052380739E-2
2.160937500E4,5.816161506E-2
2.163281250E4,5.083701831E-2
2.165625000E4,3.960604940E-2
2.167968750E4,2.766606850E-2
2.170312500E4,8.929154793E-2
2.172656250E4,6.907363558E-2
2.175000000E4,2.259098167E-2
2.177343750E4,5.154264988E-2
2.179687500E4,6.486575599E-2
2.182031250E4,5.573355937E-2
2.184375000E4,4.609760642E-2
2.186718750E4,3.989967750E-2
2.189062500E4,4.574140652E-2
2.191406250E4,7.155868135E-2
2.193750000E4,7.962906696E-2
2.196093750E4,1.003709373E-1
2.198437500E4,8.719053253E-2
2.200781250E4,9.261616475E-2
2.203125000E4,4.046779454E-2
2.205468750E4,4.789858914E-2
2.207812500E4,7.362249761E-2
2.210156250E4,1.583609019E-2
2.212500000E4,5.004204313E-2
2.214843750E4,3.179030686E-2
2.217187500E4,9.569854150E-2
2.219531250E4,7.789944383E-2
2.221875000E4,5.364701589E-2
2.224218750E4,1.289547910E-2
2.226562500E4,3.163552438E-3
2.228906250E4,4.897203558E-2
2.231250000E4,1.085361396E-2
2.233593750E4,4.133992530E-2
2.235937500E4,7.914510249E-2
2.238281250E4,5.601569814E-2
2.240625000E4,8.942438211E-2
2.242968750E4,5.331921934E-2
2.245312500E4,7.746571931E-2
2.247656250E4,4.822704298E-2
2.250000000E4,5.384345971E-2
2.252343750E4,4.600968551E-2
2.254687500E4,1.348440849E-2
2.257031250E4,4.717146752E-2
2.259375000E4,4.131944525E-2
2.261718750E4,2.523912294E-2
2.264062500E4,2.184345307E-2
2.266406250E4,2.006224333E-2
2.268750000E4,2.198875294E-2
2.271093750E4,3.626289731E-2
2.273437500E4,1.133902048E-2
2.275781250E4,1.913195883E-2
2.278125000E4,3.850998252E-2
2.280468750E4,2.584456509E-2
2.282812500E4,1.733153574E-2
2.285156250E4,2.281205840E-2
2.287500000E4,1.653538560E-2
2.289843750E4,5.198683715E-2
2.292187500E4,2.117092724E-2
2.294531250E4,2.935269502E-2
2.296875000E4,6.436494047E-2
2.299218750E4,3.534041626E-2
2.301562500E4,4.209428700E-3
2.303906250E4,3.301122677E-2
2.306250000E4,4.271751466E-2
2.308593750E4,4.631030436E-2
2.310937500E4,5.209021322E-2
2.313281250E4,2.837992769E-2
2.315625000E4,2.058213723E-2
2.317968750E4,2.902812623E-2
2.320312500E4,3.298832809E-2
2.322656250E4,3.852662532E-3
2.325000000E4,3.524576345E-2
2.327343750E4,1.573432730E-2
2.329687500E4,1.467363935E-2
2.332031250E4,2.160920218E-2
2.334375000E4,3.962509577E-2
2.336718750E4,1.215165244E-2
2.339062500E4,4.693881224E-3
2.341406250E4,2.656878501E-2
2.343750000E4,3.552966050E-2
2.346093750E4,3.538429879E-2
2.348437500E4,1.275392143E-2
2.350781250E4,1.654098032E-2
2.353125000E4,6.491770811E-3
2.355468750E4,3.192135484E-2
2.357812500E4,4.765963226E-2
2.360156250E4,2.643132417E-2
2.362500000E4,3.219706276E-2
2.364843750E4,2.458003033E-2
2.367187500E4,3.007284289E-2
2.369531250E4,9.352949367E-3
2.371875000E4,1.329423927E-2
2.374218750E4,2.682017129E-2
2.376562500E4,1.903078966E-2
2.378906250E4,2.068585010E-2
2.381250000E4,2.210273272E-2
2.383593750E4,3.525105474E-2
2.385937500E4,8.644350434E-3
2.388281250E4,2.839586705E-2
2.390625000E4,1.407270818E-2
2.392968750E4,2.265983887E-2
2.395312500E4,6.849297133E-3
2.397656250E4,4.946693716E-2
