# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.303515531E0,6.892999649E0,1.949559975E1,-2.869439888E1,3.536891829E1
3.313515531E0,6.868599892E0,1.949559975E1,-2.860899925E1,3.529491340E1
3.323515531E0,6.795399666E0,1.945899963E1,-2.853579903E1,3.520116404E1
3.333515531E0,6.758800030E0,1.947119904E1,-2.860899925E1,3.526022983E1
3.343515531E0,6.746599674E0,1.948340034E1,-2.857239914E1,3.523494698E1
3.353515531E0,6.734399796E0,1.947119904E1,-2.858459854E1,3.523576317E1
3.363515531E0,6.758800030E0,1.945899963E1,-2.848699951E1,3.515456138E1
3.373515531E0,6.770999908E0,1.947119904E1,-2.842599869E1,3.511426253E1
3.383515531E0,6.783199787E0,1.944680023E1,-2.836499977E1,3.505371665E1
3.393515531E0,6.831999779E0,1.945899963E1,-2.843820000E1,3.512919166E1
3.403515531E0,6.941799641E0,1.950779915E1,-2.848699951E1,3.521721101E1
3.413515531E0,7.014999866E0,1.952000046E1,-2.841379929E1,3.517932107E1
3.423515531E0,7.100399971E0,1.947119904E1,-2.836499977E1,3.512999407E1
3.433515531E0,7.149199963E0,1.947119904E1,-2.838939857E1,3.515958765E1
3.443515531E0,7.173599720E0,1.945899963E1,-2.842599869E1,3.518736422E1
3.453515531E0,7.185800076E0,1.941020012E1,-2.847480011E1,3.520235550E1
3.463515531E0,7.258999825E0,1.941020012E1,-2.853579903E1,3.526670913E1
3.473515531E0,7.258999825E0,1.932480049E1,-2.849919891E1,3.519013116E1
3.483515531E0,7.185800076E0,1.926379967E1,-2.849919891E1,3.514162829E1
3.493515531E0,7.161399841E0,1.928820038E1,-2.852359962E1,3.516981742E1
3.503515531E0,7.149199963E0,1.931259918E1,-2.860899925E1,3.524999838E1
3.513515531E0,7.149199963E0,1.930039978E1,-2.859679985E1,3.523341388E1
3.523515531E0,7.124799728E0,1.931259918E1,-2.857239914E1,3.521535533E1
3.533515531E0,7.161399841E0,1.933699989E1,-2.857239914E1,3.523616331E1
3.543515531E0,7.149199963E0,1.933699989E1,-2.851140022E1,3.518423749E1
3.553515531E0,7.137000084E0,1.941020012E1,-2.857239914E1,3.527144215E1
3.563515531E0,7.234600067E0,1.942239952E1,-2.856019974E1,3.528815737E1
3.573515531E0,7.295599937E0,1.941020012E1,-2.852359962E1,3.526439256E1
3.583515531E0,7.295599937E0,1.941020012E1,-2.849919891E1,3.524465897E1
3.593515531E0,7.344399929E0,1.944680023E1,-2.852359962E1,3.529467361E1
3.603515531E0,7.417599678E0,1.941020012E1,-2.856019974E1,3.531942331E1
3.613515531E0,7.381000042E0,1.937360001E1,-2.854800034E1,3.528177804E1
3.623515531E0,7.393199921E0,1.941020012E1,-2.862119865E1,3.536365770E1
3.633515531E0,7.356599808E0,1.936139870E1,-2.859679985E1,3.530949280E1
3.643515531E0,7.271199703E0,1.933699989E1,-2.862119865E1,3.529819999E1
3.653515531E0,7.210199833E0,1.930039978E1,-2.870660019E1,3.533498702E1
3.663515531E0,7.149199963E0,1.925160027E1,-2.869439888E1,3.528602698E1
3.673515531E0,7.088200092E0,1.920279884E1,-2.864559937E1,3.520739165E1
3.683515531E0,7.039400101E0,1.922719955E1,-2.864559937E1,3.521091762E1
3.693515531E0,7.027199745E0,1.923939896E1,-2.862119865E1,3.519529828E1
3.703515531E0,6.941799641E0,1.919059944E1,-2.858459854E1,3.512188723E1
3.713515531E0,6.953999996E0,1.920279884E1,-2.859679985E1,3.514089585E1
3.723515531E0,6.953999996E0,1.922719955E1,-2.860899925E1,3.516416012E1
3.733515531E0,6.917399883E0,1.923939896E1,-2.860899925E1,3.516361374E1
3.743515531E0,7.027199745E0,1.928820038E1,-2.864559937E1,3.524182988E1
3.753515531E0,7.051599979E0,1.932480049E1,-2.865779877E1,3.527665526E1
3.763515531E0,7.014999866E0,1.931259918E1,-2.863339996E1,3.524284755E1
3.773515531E0,7.027199745E0,1.927599907E1,-2.867000008E1,3.525499370E1
3.783515531E0,7.088200092E0,1.926379967E1,-2.860899925E1,3.521095563E1
3.793515531E0,7.088200092E0,1.926379967E1,-2.860899925E1,3.521095563E1
3.803515531E0,7.100399971E0,1.927599907E1,-2.858459854E1,3.520027122E1
3.813515531E0,7.088200092E0,1.926379967E1,-2.859679985E1,3.520104430E1
3.823515531E0,6.978399754E0,1.923939896E1,-2.857239914E1,3.514590343E1
3.833515531E0,6.966199875E0,1.921500015E1,-2.858459854E1,3.514005471E1
3.843515531E0,7.014999866E0,1.922719955E1,-2.859679985E1,3.516635306E1
3.853515531E0,6.990599632E0,1.927599907E1,-2.851140022E1,3.511883492E1
3.863515531E0,6.941799641E0,1.927599907E1,-2.857239914E1,3.515870753E1
3.873515531E0,6.941799641E0,1.927599907E1,-2.854800034E1,3.513888225E1
3.883515531E0,6.953999996E0,1.930039978E1,-2.851140022E1,3.512496961E1
3.893515531E0,7.002799988E0,1.932480049E1,-2.845039940E1,3.509860891E1
3.903515531E0,7.002799988E0,1.933699989E1,-2.837719917E1,3.504602981E1
3.913515531E0,6.990599632E0,1.933699989E1,-2.834059906E1,3.501396297E1
3.923515531E0,6.941799641E0,1.934919930E1,-2.834059906E1,3.501099328E1
3.933515531E0,6.953999996E0,1.931259918E1,-2.835280037E1,3.500308403E1
3.943515531E0,7.002799988E0,1.937360001E1,-2.832839966E1,3.502675851E1
3.953515531E0,6.966199875E0,1.937360001E1,-2.832839966E1,3.501945952E1
3.963515531E0,6.905200005E0,1.933699989E1,-2.840159988E1,3.504642960E1
3.973515531E0,6.892999649E0,1.932480049E1,-2.842599869E1,3.505707859E1
3.983515531E0,6.905200005E0,1.934919930E1,-2.849919891E1,3.513228770E1
3.993515531E0,6.868599892E0,1.934919930E1,-2.851140022E1,3.513501274E1
4.003515531E0,6.880799770E0,1.931259918E1,-2.851140022E1,3.511725837E1
4.013515531E0,6.856400013E0,1.938579941E1,-2.851140022E1,3.515280049E1
4.023515531E0,6.807600021E0,1.939799881E1,-2.849919891E1,3.514014961E1
4.033515531E0,6.831999779E0,1.947119904E1,-2.852359962E1,3.520510685E1
4.043515531E0,6.831999779E0,1.947119904E1,-2.845039940E1,3.514582534E1
4.053515531E0,6.807600021E0,1.948340034E1,-2.843820000E1,3.513797840E1
4.063515531E0,6.819799900E0,1.947119904E1,-2.842599869E1,3.512370516E1
4.073515531E0,6.844199657E0,1.950779915E1,-2.838939857E1,3.511915785E1
4.083515531E0,6.856400013E0,1.952000046E1,-2.834059906E1,3.508888990E1
4.093515531E0,6.880799770E0,1.949559975E1,-2.832839966E1,3.507024440E1
4.103515531E0,6.929599762E0,1.948340034E1,-2.835280037E1,3.509278460E1
4.113515531E0,6.941799641E0,1.941020012E1,-2.830399895E1,3.501515111E1
4.123515531E0,6.990599632E0,1.939799881E1,-2.829179955E1,3.500823850E1
4.133515531E0,7.051599979E0,1.937360001E1,-2.825519943E1,3.497738890E1
4.143515531E0,7.088200092E0,1.934919930E1,-2.825519943E1,3.497127949E1
4.153515531E0,7.100399971E0,1.932480049E1,-2.823079872E1,3.494054365E1
4.163515531E0,7.112599850E0,1.930039978E1,-2.826739883E1,3.495912392E1
4.173515531E0,7.149199963E0,1.930039978E1,-2.835280037E1,3.503566441E1
4.183515531E0,7.161399841E0,1.923939896E1,-2.832839966E1,3.498483024E1
4.193515531E0,7.161399841E0,1.927599907E1,-2.837719917E1,3.504447490E1
4.203515531E0,7.173599720E0,1.931259918E1,-2.841379929E1,3.509673788E1
4.213515531E0,7.149199963E0,1.931259918E1,-2.841379929E1,3.509175882E1
4.223515531E0,7.100399971E0,1.934919930E1,-2.843820000E1,3.512176550E1
4.233515531E0,7.088200092E0,1.934919930E1,-2.848699951E1,3.515882869E1
4.243515531E0,7.063799858E0,1.936139870E1,-2.847480011E1,3.515075062E1
4.253515531E0,7.063799858E0,1.936139870E1,-2.845039940E1,3.513098709E1
4.263515531E0,7.075999737E0,1.939799881E1,-2.847480011E1,3.517337589E1
4.273515531E0,7.124799728E0,1.936139870E1,-2.845039940E1,3.514330315E1
4.283515531E0,7.124799728E0,1.933699989E1,-2.841379929E1,3.510023256E1
4.293515531E0,7.149199963E0,1.930039978E1,-2.848699951E1,3.514435421E1
4.303515531E0,7.210199833E0,1.931259918E1,-2.840159988E1,3.509436343E1
4.313515531E0,7.246799946E0,1.932480049E1,-2.843820000E1,3.513823050E1
4.323515531E0,7.295599937E0,1.936139870E1,-2.845039940E1,3.517832804E1
4.333515531E0,7.319999695E0,1.942239952E1,-2.842599869E1,3.519729251E1
4.343515531E0,7.295599937E0,1.945899963E1,-2.838939857E1,3.518289921E1
4.353515531E0,7.246799946E0,1.948340034E1,-2.837719917E1,3.517647554E1
4.363515531E0,7.246799946E0,1.953219986E1,-2.837719917E1,3.520352786E1
4.373515531E0,7.197999954E0,1.954439926E1,-2.834059906E1,3.517078761E1
4.383515531E0,7.197999954E0,1.949559975E1,-2.831620026E1,3.512402041E1
4.393515531E0,7.161399841E0,1.948340034E1,-2.830399895E1,3.509992725E1
4.403515531E0,7.112599850E0,1.947119904E1,-2.834059906E1,3.511276440E1
4.413515531E0,7.063799858E0,1.942239952E1,-2.835280037E1,3.508572588E1
4.423515531E0,7.039400101E0,1.933699989E1,-2.835280037E1,3.503361254E1
4.433515531E0,7.051599979E0,1.932480049E1,-2.835280037E1,3.502933435E1
4.443515531E0,7.063799858E0,1.928820038E1,-2.836499977E1,3.502149560E1
4.453515531E0,7.124799728E0,1.931259918E1,-2.832839966E1,3.501767390E1
4.463515531E0,7.124799728E0,1.930039978E1,-2.837719917E1,3.505044416E1
4.473515531E0,7.149199963E0,1.931259918E1,-2.831620026E1,3.501277973E1
4.483515531E0,7.197999954E0,1.930039978E1,-2.834059906E1,3.503578442E1
4.493515531E0,7.258999825E0,1.928820038E1,-2.827960014E1,3.499233540E1
4.503515531E0,7.319999695E0,1.936139870E1,-2.827960014E1,3.504542680E1
4.513515531E0,7.319999695E0,1.934919930E1,-2.831620026E1,3.506823500E1
4.523515531E0,7.332200050E0,1.934919930E1,-2.837719917E1,3.512005273E1
4.533515531E0,7.319999695E0,1.933699989E1,-2.843820000E1,3.516010779E1
4.543515531E0,7.258999825E0,1.938579941E1,-2.843820000E1,3.517433036E1
4.553515531E0,7.222399712E0,1.934919930E1,-2.853579903E1,3.522564970E1
4.563515531E0,7.246799946E0,1.930039978E1,-2.845039940E1,3.513469463E1
4.573515531E0,7.185800076E0,1.925160027E1,-2.852359962E1,3.515473753E1
4.583515531E0,7.161399841E0,1.915399933E1,-2.857239914E1,3.513606880E1
4.593515531E0,7.185800076E0,1.914179993E1,-2.849919891E1,3.507489937E1
4.603515531E0,7.173599720E0,1.914179993E1,-2.848699951E1,3.506248962E1
4.613515531E0,7.161399841E0,1.908079910E1,-2.845039940E1,3.499696798E1
4.623515531E0,7.173599720E0,1.906859970E1,-2.857239914E1,3.509207916E1
4.633515531E0,7.210199833E0,1.909300041E1,-2.852359962E1,3.507314331E1
4.643515531E0,7.197999954E0,1.909300041E1,-2.851140022E1,3.506071606E1
4.653515531E0,7.258999825E0,1.914179993E1,-2.849919891E1,3.508996896E1
4.663515531E0,7.222399712E0,1.920279884E1,-2.848699951E1,3.510583544E1
4.673515531E0,7.246799946E0,1.922719955E1,-2.851140022E1,3.514400738E1
4.683515531E0,7.234600067E0,1.921500015E1,-2.846259880E1,3.509523044E1
4.693515531E0,7.246799946E0,1.921500015E1,-2.845039940E1,3.508785497E1
4.703515531E0,7.295599937E0,1.925160027E1,-2.830399895E1,3.499951782E1
4.713515531E0,7.332200050E0,1.922719955E1,-2.834059906E1,3.502336242E1
4.723515531E0,7.344399929E0,1.923939896E1,-2.841379929E1,3.509186049E1
4.733515531E0,7.344399929E0,1.914179993E1,-2.841379929E1,3.503844609E1
4.743515531E0,7.368799686E0,1.908079910E1,-2.841379929E1,3.501028553E1
4.753515531E0,7.393199921E0,1.909300041E1,-2.841379929E1,3.502207960E1
4.763515531E0,7.441999912E0,1.910519981E1,-2.843820000E1,3.505885397E1
4.773515531E0,7.490799904E0,1.919059944E1,-2.845039940E1,3.512572300E1
4.783515531E0,7.515199661E0,1.916619873E1,-2.848699951E1,3.514726932E1
4.793515531E0,7.502999783E0,1.912960052E1,-2.843820000E1,3.508515129E1
4.803515531E0,7.490799904E0,1.915399933E1,-2.840159988E1,3.506620381E1
4.813515531E0,7.454199791E0,1.922719955E1,-2.838939857E1,3.508857718E1
4.823515531E0,7.490799904E0,1.925160027E1,-2.842599869E1,3.513934543E1
4.833515531E0,7.466399670E0,1.919059944E1,-2.841379929E1,3.509088515E1
4.843515531E0,7.454199791E0,1.912960052E1,-2.842599869E1,3.506485580E1
4.853515531E0,7.417599678E0,1.903199959E1,-2.840159988E1,3.498412024E1
4.863515531E0,7.393199921E0,1.894659996E1,-2.838939857E1,3.492264318E1
4.873515531E0,7.393199921E0,1.893440056E1,-2.843820000E1,3.495571697E1
4.883515531E0,7.417599678E0,1.890999985E1,-2.845039940E1,3.495760440E1
4.893515531E0,7.454199791E0,1.887339973E1,-2.845039940E1,3.494560828E1
4.903515531E0,7.466399670E0,1.883679962E1,-2.842599869E1,3.490858842E1
4.913515531E0,7.454199791E0,1.884899902E1,-2.846259880E1,3.494237240E1
4.923515531E0,7.454199791E0,1.884899902E1,-2.846259880E1,3.494237240E1
4.933515531E0,7.441999912E0,1.887339973E1,-2.849919891E1,3.498275173E1
4.943515531E0,7.478600025E0,1.892219925E1,-2.852359962E1,3.503676381E1
4.953515531E0,7.466399670E0,1.892219925E1,-2.851140022E1,3.502423006E1
4.963515531E0,7.490799904E0,1.887339973E1,-2.854800034E1,3.503292200E1
4.973515531E0,7.454199791E0,1.883679962E1,-2.856019974E1,3.501535554E1
4.983515531E0,7.417599678E0,1.881239891E1,-2.858459854E1,3.501437436E1
4.993515531E0,7.405399799E0,1.873920059E1,-2.857239914E1,3.496254535E1
5.003515531E0,7.393199921E0,1.873920059E1,-2.853579903E1,3.493005683E1
5.013515531E0,7.417599678E0,1.875139999E1,-2.849919891E1,3.491189089E1
5.023515531E0,7.344399929E0,1.873920059E1,-2.852359962E1,3.490979210E1
5.033515531E0,7.295599937E0,1.877579880E1,-2.849919891E1,3.489929423E1
5.043515531E0,7.222399712E0,1.878800011E1,-2.848699951E1,3.488067010E1
5.053515531E0,7.210199833E0,1.880019951E1,-2.846259880E1,3.486479619E1
5.063515531E0,7.185800076E0,1.884899902E1,-2.842599869E1,3.485624604E1
5.073515531E0,7.185800076E0,1.887339973E1,-2.846259880E1,3.489929040E1
5.083515531E0,7.161399841E0,1.887339973E1,-2.853579903E1,3.495400823E1
5.093515531E0,7.124799728E0,1.880019951E1,-2.853579903E1,3.490704941E1
5.103515531E0,7.124799728E0,1.878800011E1,-2.854800034E1,3.491045749E1
5.113515531E0,7.161399841E0,1.875139999E1,-2.857239914E1,3.491822793E1
5.123515531E0,7.137000084E0,1.877579880E1,-2.857239914E1,3.492634225E1
5.133515531E0,7.124799728E0,1.878800011E1,-2.859679985E1,3.495037455E1
5.143515531E0,7.088200092E0,1.878800011E1,-2.862119865E1,3.496290235E1
5.153515531E0,7.088200092E0,1.877579880E1,-2.860899925E1,3.494635946E1
5.163515531E0,7.075999737E0,1.876359940E1,-2.859679985E1,3.492734453E1
5.173515531E0,7.075999737E0,1.882460022E1,-2.864559937E1,3.500008155E1
5.183515531E0,7.075999737E0,1.887339973E1,-2.860899925E1,3.499642593E1
5.193515531E0,7.014999866E0,1.886120033E1,-2.857239914E1,3.494763359E1
5.203515531E0,7.027199745E0,1.883679962E1,-2.865779877E1,3.500679915E1
5.213515531E0,7.002799988E0,1.882460022E1,-2.869439888E1,3.502532381E1
5.223515531E0,6.990599632E0,1.878800011E1,-2.870660019E1,3.501323072E1
5.233515531E0,6.953999996E0,1.882460022E1,-2.874320030E1,3.505560231E1
5.243515531E0,6.917399883E0,1.887339973E1,-2.873099899E1,3.506459670E1
5.253515531E0,6.905200005E0,1.883679962E1,-2.864559937E1,3.497252021E1
5.263515531E0,6.880799770E0,1.880019951E1,-2.867000008E1,3.496801126E1
5.273515531E0,6.917399883E0,1.884899902E1,-2.874320030E1,3.506147100E1
5.283515531E0,6.905200005E0,1.886120033E1,-2.867000008E1,3.500565054E1
5.293515531E0,6.905200005E0,1.889780045E1,-2.865779877E1,3.501539774E1
5.303515531E0,6.929599762E0,1.889780045E1,-2.864559937E1,3.501023533E1
5.313515531E0,6.868599892E0,1.888559914E1,-2.862119865E1,3.497165326E1
5.323515531E0,6.844199657E0,1.886120033E1,-2.859679985E1,3.493372165E1
5.333515531E0,6.795399666E0,1.889780045E1,-2.870660019E1,3.503388663E1
5.343515531E0,6.734399796E0,1.892219925E1,-2.870660019E1,3.503527736E1
5.353515531E0,6.697799683E0,1.888559914E1,-2.864559937E1,3.495850023E1
5.363515531E0,6.636799812E0,1.887339973E1,-2.868219948E1,3.497028590E1
5.373515531E0,6.575799942E0,1.880019951E1,-2.871879959E1,3.494936475E1
5.383515531E0,6.514800072E0,1.883679962E1,-2.873099899E1,3.496766997E1
5.393515531E0,6.478199959E0,1.882460022E1,-2.874320030E1,3.496432770E1
5.403515531E0,6.453799725E0,1.883679962E1,-2.880419922E1,3.501654528E1
5.413515531E0,6.417200089E0,1.880019951E1,-2.879199982E1,3.498009737E1
5.423515531E0,6.380599976E0,1.876359940E1,-2.882859993E1,3.498389476E1
5.433515531E0,6.319600105E0,1.880019951E1,-2.890180016E1,3.505280159E1
5.443515531E0,6.295199871E0,1.883679962E1,-2.886520004E1,3.503789855E1
5.453515531E0,6.221999645E0,1.886120033E1,-2.884079933E1,3.501785064E1
5.463515531E0,6.209799767E0,1.887339973E1,-2.886520004E1,3.504235443E1
5.473515531E0,6.221999645E0,1.887339973E1,-2.885299873E1,3.503446921E1
5.483515531E0,6.148799896E0,1.887339973E1,-2.876759911E1,3.495121909E1
5.493515531E0,6.099999905E0,1.893440056E1,-2.875539970E1,3.496561934E1
5.503515531E0,6.063399792E0,1.898320007E1,-2.864559937E1,3.489551640E1
5.513515531E0,6.087800026E0,1.899539948E1,-2.853579903E1,3.481635157E1
5.523515531E0,6.099999905E0,1.899539948E1,-2.851140022E1,3.479849340E1
5.533515531E0,6.112199783E0,1.901980019E1,-2.847480011E1,3.478399095E1
5.543515531E0,6.136600018E0,1.901980019E1,-2.840159988E1,3.472839666E1
5.553515531E0,6.148799896E0,1.905640030E1,-2.836499977E1,3.472070484E1
5.563515531E0,6.221999645E0,1.909300041E1,-2.835280037E1,3.474388051E1
5.573515531E0,6.295199871E0,1.906859970E1,-2.832839966E1,3.472375647E1
5.583515531E0,6.356199741E0,1.905640030E1,-2.841379929E1,3.479786858E1
5.593515531E0,6.343999863E0,1.906859970E1,-2.845039940E1,3.483221289E1
5.603515531E0,6.356199741E0,1.904419899E1,-2.841379929E1,3.479118825E1
5.613515531E0,6.368400097E0,1.906859970E1,-2.842599869E1,3.481674045E1
5.623515531E0,6.356199741E0,1.909300041E1,-2.838939857E1,3.479801562E1
5.633515531E0,6.343999863E0,1.914179993E1,-2.837719917E1,3.481264528E1
5.643515531E0,6.319600105E0,1.915399933E1,-2.837719917E1,3.481491733E1
5.653515531E0,6.221999645E0,1.919059944E1,-2.841379929E1,3.484732954E1
5.663515531E0,6.197599888E0,1.921500015E1,-2.838939857E1,3.483653867E1
5.673515531E0,6.173199654E0,1.919059944E1,-2.838939857E1,3.481875145E1
5.683515531E0,6.075599670E0,1.923939896E1,-2.841379929E1,3.484840561E1
5.693515531E0,6.063399792E0,1.925160027E1,-2.837719917E1,3.482318714E1
5.703515531E0,6.014599800E0,1.930039978E1,-2.840159988E1,3.486160809E1
5.713515531E0,5.977999687E0,1.931259918E1,-2.842599869E1,3.488194904E1
5.723515531E0,5.953599930E0,1.931259918E1,-2.842599869E1,3.487777574E1
5.733515531E0,5.965799809E0,1.934919930E1,-2.836499977E1,3.485047335E1
5.743515531E0,5.904799938E0,1.933699989E1,-2.831620026E1,3.479358309E1
5.753515531E0,5.916999817E0,1.938579941E1,-2.831620026E1,3.482279860E1
5.763515531E0,5.941400051E0,1.941020012E1,-2.835280037E1,3.487029383E1
5.773515531E0,5.916999817E0,1.941020012E1,-2.838939857E1,3.489591247E1
5.783515531E0,5.904799938E0,1.938579941E1,-2.838939857E1,3.488027856E1
5.793515531E0,5.904799938E0,1.936139870E1,-2.835280037E1,3.483693027E1
5.803515531E0,5.892600060E0,1.934919930E1,-2.834059906E1,3.481815337E1
5.813515531E0,5.916999817E0,1.932480049E1,-2.836499977E1,3.482860911E1
5.823515531E0,5.965799809E0,1.937360001E1,-2.842599869E1,3.491367277E1
5.833515531E0,5.965799809E0,1.933699989E1,-2.835280037E1,3.483377127E1
5.843515531E0,5.990200043E0,1.932480049E1,-2.834059906E1,3.482125738E1
5.853515531E0,6.014599800E0,1.931259918E1,-2.838939857E1,3.485842580E1
5.863515531E0,6.026799679E0,1.933699989E1,-2.835280037E1,3.484427023E1
5.873515531E0,6.051199913E0,1.933699989E1,-2.827960014E1,3.478896908E1
5.883515531E0,6.099999905E0,1.931259918E1,-2.832839966E1,3.482362292E1
5.893515531E0,6.099999905E0,1.933699989E1,-2.829179955E1,3.480740561E1
5.903515531E0,6.063399792E0,1.928820038E1,-2.821859932E1,3.471438950E1
5.913515531E0,6.039000034E0,1.933699989E1,-2.826739883E1,3.477693090E1
5.923515531E0,6.002399921E0,1.934919930E1,-2.825519943E1,3.476746487E1
5.933515531E0,6.051199913E0,1.936139870E1,-2.814539909E1,3.469357678E1
5.943515531E0,6.063399792E0,1.931259918E1,-2.816979980E1,3.468831108E1
5.953515531E0,6.051199913E0,1.931259918E1,-2.823079872E1,3.473573814E1
5.963515531E0,6.014599800E0,1.934919930E1,-2.813319969E1,3.467050402E1
5.973515531E0,6.014599800E0,1.932480049E1,-2.818199921E1,3.469651862E1
5.983515531E0,6.051199913E0,1.936139870E1,-2.823079872E1,3.476289367E1
5.993515531E0,6.075599670E0,1.928820038E1,-2.824300003E1,3.473635899E1
6.003515531E0,6.051199913E0,1.925160027E1,-2.820639992E1,3.468201450E1
6.013515531E0,6.026799679E0,1.921500015E1,-2.825519943E1,3.469718779E1
6.023515531E0,6.014599800E0,1.921500015E1,-2.827960014E1,3.471494528E1
6.033515531E0,5.990200043E0,1.919059944E1,-2.834059906E1,3.474695898E1
6.043515531E0,6.014599800E0,1.917840004E1,-2.835280037E1,3.475439149E1
6.053515531E0,6.002399921E0,1.914179993E1,-2.827960014E1,3.467236787E1
6.063515531E0,5.990200043E0,1.912960052E1,-2.825519943E1,3.464362002E1
6.073515531E0,5.990200043E0,1.912960052E1,-2.826739883E1,3.465357052E1
6.083515531E0,6.026799679E0,1.915399933E1,-2.831620026E1,3.471318484E1
6.093515531E0,6.051199913E0,1.922719955E1,-2.829179955E1,3.473799281E1
6.103515531E0,6.051199913E0,1.926379967E1,-2.825519943E1,3.472847957E1
6.113515531E0,6.075599670E0,1.928820038E1,-2.820639992E1,3.470660717E1
6.123515531E0,6.051199913E0,1.928820038E1,-2.818199921E1,3.468251394E1
6.133515531E0,6.063399792E0,1.927599907E1,-2.823079872E1,3.471753093E1
6.143515531E0,6.099999905E0,1.927599907E1,-2.826739883E1,3.475370449E1
6.153515531E0,6.136600018E0,1.927599907E1,-2.821859932E1,3.472047447E1
6.163515531E0,6.148799896E0,1.925160027E1,-2.820639992E1,3.469917649E1
6.173515531E0,6.124399662E0,1.919059944E1,-2.816979980E1,3.463127198E1
6.183515531E0,6.160999775E0,1.914179993E1,-2.816979980E1,3.461075041E1
6.193515531E0,6.136600018E0,1.909300041E1,-2.821859932E1,3.461921247E1
6.203515531E0,6.148799896E0,1.903199959E1,-2.831620026E1,3.466744792E1
6.213515531E0,6.124399662E0,1.906859970E1,-2.829179955E1,3.466331905E1
6.223515531E0,6.075599670E0,1.900759888E1,-2.823079872E1,3.457137143E1
6.233515531E0,6.063399792E0,1.899539948E1,-2.824300003E1,3.457249006E1
6.243515531E0,6.026799679E0,1.899539948E1,-2.827960014E1,3.459600121E1
6.253515531E0,6.051199913E0,1.899539948E1,-2.823079872E1,3.456038510E1
6.263515531E0,6.026799679E0,1.901980019E1,-2.823079872E1,3.456954020E1
6.273515531E0,6.051199913E0,1.906859970E1,-2.812100029E1,3.451114562E1
6.283515531E0,6.051199913E0,1.910519981E1,-2.804780006E1,3.447179671E1
6.293515531E0,6.075599670E0,1.910519981E1,-2.803559875E1,3.446616266E1
6.303515531E0,6.136600018E0,1.915399933E1,-2.805999947E1,3.452386305E1
6.313515531E0,6.148799896E0,1.922719955E1,-2.804780006E1,3.455679429E1
6.323515531E0,6.160999775E0,1.921500015E1,-2.799899864E1,3.451257849E1
6.333515531E0,6.148799896E0,1.921500015E1,-2.799899864E1,3.451040272E1
6.343515531E0,6.124399662E0,1.920279884E1,-2.803559875E1,3.452898134E1
6.353515531E0,6.112199783E0,1.922719955E1,-2.813319969E1,3.461966369E1
