# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.467935158E2,5.136199951E0,1.703120041E1,-3.019499969E1,3.504540403E1
1.468035158E2,5.380199909E0,1.715320015E1,-3.014620018E1,3.509946170E1
1.468135159E2,5.489999771E0,1.728739929E1,-3.009739876E1,3.514039960E1
1.468235158E2,5.599800110E0,1.744599915E1,-3.002419853E1,3.517347218E1
1.468335158E2,5.733999729E0,1.758020020E1,-2.996319962E1,3.520987820E1
1.468435159E2,5.843800068E0,1.767779922E1,-2.992659950E1,3.524565140E1
1.468535158E2,5.831599712E0,1.781200027E1,-2.985339928E1,3.524911853E1
1.468635158E2,5.904799938E0,1.786079979E1,-2.982899857E1,3.526533690E1
1.468735159E2,5.795000076E0,1.789739990E1,-2.985339928E1,3.528632026E1
1.468835158E2,5.660799980E0,1.790959930E1,-2.995100021E1,3.535337067E1
1.468935158E2,5.502200127E0,1.782419968E1,-3.002419853E1,3.534726012E1
1.469035159E2,5.306999683E0,1.762899971E1,-3.015839958E1,3.533376490E1
1.469135158E2,5.075200081E0,1.742160034E1,-3.030480003E1,3.532209959E1
1.469235158E2,4.806799889E0,1.714099884E1,-3.042679977E1,3.525208236E1
1.469335159E2,4.635999680E0,1.684819984E1,-3.056099892E1,3.520410467E1
1.469435158E2,4.428599834E0,1.664080048E1,-3.064639854E1,3.515295835E1
1.469535158E2,4.306600094E0,1.634799957E1,-3.075619888E1,3.509626282E1
1.469635159E2,4.160200119E0,1.607959938E1,-3.080500031E1,3.499726882E1
1.469735158E2,4.038199902E0,1.585999966E1,-3.086599922E1,3.493646455E1
1.469835158E2,3.903999805E0,1.571360016E1,-3.091479874E1,3.489818370E1
1.469935159E2,3.745399952E0,1.553059959E1,-3.101239967E1,3.488547661E1
1.470035158E2,3.550199986E0,1.548180008E1,-3.107339859E1,3.489765255E1
1.470135158E2,3.306200027E0,1.545739937E1,-3.109779930E1,3.488459940E1
1.470235158E2,3.049999952E0,1.538420010E1,-3.118319893E1,3.490512867E1
1.470335159E2,2.696199894E0,1.540859985E1,-3.129299927E1,3.498494314E1
1.470435158E2,2.305799961E0,1.543299961E1,-3.132959938E1,3.500054268E1
1.470535158E2,2.000799894E0,1.531099987E1,-3.137839890E1,3.497190064E1
1.470635159E2,1.707999945E0,1.516459942E1,-3.147599983E1,3.498029309E1
1.470735158E2,1.524999976E0,1.496939945E1,-3.151259995E1,3.492066008E1
1.470835158E2,1.366400003E0,1.467659950E1,-3.156139946E1,3.483377036E1
1.470935159E2,1.281000018E0,1.428619957E1,-3.175659943E1,3.484563195E1
1.471035158E2,1.232200027E0,1.376159954E1,-3.189079857E1,3.475518626E1
1.471135158E2,1.317600012E0,1.316379929E1,-3.200059891E1,3.462744593E1
1.471235159E2,1.451799989E0,1.251719952E1,-3.219580078E1,3.457394387E1
1.471335158E2,1.585999966E0,1.191940022E1,-3.241539764E1,3.457376898E1
1.471435158E2,1.707999945E0,1.127279949E1,-3.254959869E1,3.448868869E1
1.471535159E2,1.744599938E0,1.062619972E1,-3.273260117E1,3.445842319E1
1.471635158E2,1.854399920E0,9.930799484E0,-3.286679840E1,3.438438620E1
1.471735158E2,1.890999913E0,9.345199585E0,-3.295219803E1,3.430387720E1
1.471835159E2,1.915399909E0,8.869400024E0,-3.303759766E1,3.426102556E1
1.471935158E2,1.842199922E0,8.418000221E0,-3.312300110E1,3.422556983E1
1.472035158E2,1.744599938E0,8.003199577E0,-3.318399811E1,3.418000238E1
1.472135159E2,1.598199964E0,7.661599636E0,-3.318399811E1,3.409445824E1
1.472235158E2,1.488399982E0,7.429800034E0,-3.318399811E1,3.403814028E1
1.472335158E2,1.402999997E0,7.295599937E0,-3.317179871E1,3.399356434E1
1.472435159E2,1.281000018E0,7.344399929E0,-3.320840073E1,3.403496805E1
1.472535158E2,1.146799922E0,7.381000042E0,-3.322060013E1,3.405000124E1
1.472635158E2,1.000399947E0,7.539599895E0,-3.319619751E1,3.405633415E1
1.472735158E2,9.027999640E-1,7.820199966E0,-3.314739990E1,3.406935126E1
1.472835159E2,8.173999786E-1,8.112999916E0,-3.312300110E1,3.411190572E1
1.472935158E2,7.441999912E-1,8.442399979E0,-3.311079788E1,3.417825167E1
1.473035158E2,6.344000101E-1,8.759599686E0,-3.307419968E1,3.422039939E1
1.473135159E2,5.123999715E-1,9.088999748E0,-3.306200027E1,3.429239467E1
1.473235158E2,4.391999841E-1,9.381799698E0,-3.304980087E1,3.435841091E1
1.473335158E2,4.147999883E-1,9.650199890E0,-3.297660065E1,3.436211005E1
1.473435159E2,3.903999925E-1,9.784399986E0,-3.292779922E1,3.435297450E1
1.473535158E2,3.659999967E-1,9.772199631E0,-3.298880005E1,3.440771382E1
1.473635158E2,3.537999988E-1,9.796599388E0,-3.293999863E1,3.436774714E1
1.473735159E2,2.561999857E-1,9.674599648E0,-3.296440125E1,3.435571665E1
1.473835158E2,1.951999962E-1,9.491600037E0,-3.303759766E1,3.437457539E1
1.473935158E2,1.097999960E-1,9.259799957E0,-3.307419968E1,3.434615896E1
1.474035159E2,-1.097999960E-1,8.991399765E0,-3.307419968E1,3.427477221E1
1.474135158E2,-3.781999946E-1,8.661999702E0,-3.312300110E1,3.423896137E1
1.474235158E2,-6.832000017E-1,8.430199623E0,-3.313520050E1,3.419761015E1
1.474335159E2,-1.036999941E0,8.247200012E0,-3.312300110E1,3.415003483E1
1.474435158E2,-1.476199985E0,8.064199448E0,-3.315959930E1,3.415800792E1
1.474535158E2,-1.866599917E0,7.990999699E0,-3.319619751E1,3.419543538E1
1.474635159E2,-2.330199957E0,7.978799820E0,-3.319619751E1,3.422102581E1
1.474735158E2,-2.879199982E0,7.978799820E0,-3.311079788E1,3.418005230E1
1.474835158E2,-3.306200027E0,8.064199448E0,-3.308639908E1,3.421508549E1
1.474935159E2,-3.745399952E0,8.198399544E0,-3.303759766E1,3.424506731E1
1.475035158E2,-4.099199772E0,8.344799995E0,-3.309859848E1,3.437959201E1
1.475135158E2,-4.367599964E0,8.564399719E0,-3.309859848E1,3.446653585E1
1.475235158E2,-4.574999809E0,8.808400154E0,-3.308639908E1,3.454313739E1
1.475335159E2,-4.574999809E0,9.125599861E0,-3.289120102E1,3.443890679E1
1.475435158E2,-4.501800060E0,9.491600037E0,-3.276919937E1,3.441187444E1
1.475535158E2,-4.196799755E0,9.906399727E0,-3.275699997E1,3.447855755E1
1.475635159E2,-3.855199814E0,1.030900002E1,-3.267160034E1,3.447566556E1
1.475735158E2,-3.330600023E0,1.077260017E1,-3.259840012E1,3.449344142E1
1.475835158E2,-2.671799898E0,1.115079975E1,-3.246419907E1,3.442968299E1
1.475935159E2,-1.988600016E0,1.143139935E1,-3.239099884E1,3.440651431E1
1.476035158E2,-1.195600033E0,1.168760014E1,-3.239099884E1,3.445585962E1
1.476135158E2,-4.879999757E-1,1.177299976E1,-3.243980026E1,3.451350907E1
1.476235159E2,2.683999836E-1,1.178520012E1,-3.251300049E1,3.458407410E1
1.476335158E2,1.012599945E0,1.167539978E1,-3.252519989E1,3.457208334E1
1.476435158E2,1.756799936E0,1.151679993E1,-3.261059952E1,3.462909510E1
1.476535159E2,2.452199936E0,1.122399998E1,-3.268379974E1,3.464422355E1
1.476635158E2,3.013399839E0,1.099219990E1,-3.273260117E1,3.466023970E1
1.476735158E2,3.537999868E0,1.080919933E1,-3.273260117E1,3.465226417E1
1.476835159E2,3.964999914E0,1.065059948E1,-3.273260117E1,3.464938200E1
1.476935158E2,4.294399738E0,1.057740021E1,-3.273260117E1,3.466621472E1
1.477035158E2,4.477399826E0,1.055299950E1,-3.267160034E1,3.462436103E1
1.477135159E2,4.550600052E0,1.066279984E1,-3.262279892E1,3.462152900E1
1.477235158E2,4.623799801E0,1.090679932E1,-3.250080109E1,3.459248281E1
1.477335158E2,4.611599922E0,1.126060009E1,-3.237879944E1,3.458980516E1
1.477435159E2,4.623799801E0,1.171199989E1,-3.220800018E1,3.458187013E1
1.477535158E2,4.648200035E0,1.217560005E1,-3.212260056E1,3.466572467E1
1.477635158E2,4.684800148E0,1.262699986E1,-3.193959999E1,3.466304264E1
1.477735158E2,4.770199776E0,1.317599964E1,-3.184199905E1,3.478900223E1
1.477835159E2,4.965399742E0,1.370059967E1,-3.167119980E1,3.486296778E1
1.477935158E2,5.197199821E0,1.424959946E1,-3.153699875E1,3.499491764E1
1.478035158E2,5.477799892E0,1.472539997E1,-3.141499901E1,3.512471863E1
1.478135159E2,5.843800068E0,1.523779964E1,-3.135400009E1,3.534704880E1
1.478235158E2,6.148799896E0,1.565259933E1,-3.123199844E1,3.547181040E1
1.478335158E2,6.392799854E0,1.611619949E1,-3.103679848E1,3.555112707E1
1.478435159E2,6.685599804E0,1.668959999E1,-3.087819862E1,3.573098295E1
1.478535158E2,6.953999996E0,1.718980026E1,-3.064639854E1,3.581967466E1
1.478635158E2,7.100399971E0,1.762899971E1,-3.047559929E1,3.591600566E1
1.478735159E2,7.161399841E0,1.804380035E1,-3.030480003E1,3.598951631E1
1.478835158E2,7.112599850E0,1.844639969E1,-3.014620018E1,3.605068825E1
1.478935158E2,6.966199875E0,1.882460022E1,-2.993879890E1,3.604476653E1
1.479035159E2,6.831999779E0,1.922719955E1,-2.979240036E1,3.611022768E1
1.479135158E2,6.661200047E0,1.952000046E1,-2.965819931E1,3.612493308E1
1.479235158E2,6.392799854E0,1.972739983E1,-2.959719849E1,3.613906961E1
1.479335159E2,6.124399662E0,1.992259979E1,-2.952400017E1,3.613979579E1
1.479435158E2,5.904799938E0,2.017879868E1,-2.941419983E1,3.615585333E1
1.479535158E2,5.746200085E0,2.041059875E1,-2.935319901E1,3.621079464E1
1.479635159E2,5.575399876E0,2.060579872E1,-2.927999878E1,3.623537434E1
1.479735158E2,5.428999901E0,2.075219917E1,-2.920679855E1,3.623761709E1
1.479835158E2,5.245999813E0,2.082539940E1,-2.919459915E1,3.624282541E1
1.479935159E2,5.124000072E0,2.088640022E1,-2.918239975E1,3.625064891E1
1.480035158E2,5.038599968E0,2.089859962E1,-2.914579964E1,3.621624763E1
1.480135158E2,4.965399742E0,2.095960045E1,-2.914579964E1,3.624138080E1
1.480235158E2,4.892199993E0,2.095960045E1,-2.915799904E1,3.624123866E1
1.480335159E2,4.843400002E0,2.089859962E1,-2.917020035E1,3.620926094E1
1.480435158E2,4.831200123E0,2.081320000E1,-2.915799904E1,3.614856424E1
1.480535158E2,4.880000114E0,2.071559906E1,-2.912139893E1,3.606946522E1
1.480635159E2,4.965399742E0,2.066679955E1,-2.912139893E1,3.605312294E1
1.480735158E2,5.099599838E0,2.056920052E1,-2.913360023E1,3.602588779E1
1.480835158E2,5.209399700E0,2.048379898E1,-2.909700012E1,3.596330466E1
1.480935159E2,5.392399788E0,2.037400055E1,-2.912139893E1,3.594765290E1
1.481035158E2,5.587599754E0,2.026420021E1,-2.918239975E1,3.596486530E1
1.481135158E2,5.807199955E0,2.015439987E1,-2.918239975E1,3.593794458E1
1.481235159E2,5.977999687E0,2.005679893E1,-2.920679855E1,3.593116677E1
1.481335158E2,6.075599670E0,1.997139931E1,-2.934099960E1,3.600922048E1
1.481435158E2,6.185400009E0,1.991040039E1,-2.935319901E1,3.600407628E1
1.481535159E2,6.221999645E0,1.980060005E1,-2.932880020E1,3.592987007E1
1.481635158E2,6.234200001E0,1.972739983E1,-2.942639923E1,3.597149601E1
1.481735158E2,6.136600018E0,1.961759949E1,-2.943859863E1,3.590458409E1
1.481835159E2,6.075599670E0,1.952000046E1,-2.948740005E1,3.588105477E1
1.481935158E2,5.965799809E0,1.943459892E1,-2.954839897E1,3.586645068E1
1.482035158E2,5.868199825E0,1.934919930E1,-2.965819931E1,3.589479167E1
1.482135159E2,5.795000076E0,1.925160027E1,-2.967039871E1,3.584046175E1
1.482235158E2,5.733999729E0,1.908079910E1,-2.975580025E1,3.581010047E1
1.482335158E2,5.660799980E0,1.901980019E1,-2.987779999E1,3.586753947E1
1.482435159E2,5.660799980E0,1.889780045E1,-2.995100021E1,3.586410367E1
1.482535158E2,5.672999859E0,1.880019951E1,-3.002419853E1,3.587593799E1
1.482635158E2,5.575399876E0,1.867819977E1,-3.009739876E1,3.585824372E1
1.482735158E2,5.477799892E0,1.854399872E1,-3.018280029E1,3.584532904E1
1.482835159E2,5.331399918E0,1.840979958E1,-3.026819992E1,3.582608647E1
1.482935158E2,5.184999943E0,1.826339912E1,-3.032919884E1,3.578122796E1
1.483035158E2,4.977600098E0,1.814139938E1,-3.040239906E1,3.575182154E1
1.483135159E2,4.745800018E0,1.805599976E1,-3.046339989E1,3.572898652E1
1.483235158E2,4.391999722E0,1.798279953E1,-3.051219940E1,3.568844425E1
1.483335158E2,4.074800014E0,1.788520050E1,-3.057320023E1,3.565396141E1
1.483435159E2,3.769799948E0,1.781200027E1,-3.062199974E1,3.562563141E1
1.483535158E2,3.513599873E0,1.778759956E1,-3.067079926E1,3.562922970E1
1.483635158E2,3.245199919E0,1.771439934E1,-3.074399948E1,3.563039111E1
1.483735159E2,2.976799965E0,1.761680031E1,-3.079279900E1,3.560069467E1
1.483835158E2,2.684000015E0,1.750699997E1,-3.087819862E1,3.559721975E1
1.483935158E2,2.452199936E0,1.736059952E1,-3.093919945E1,3.556174578E1
1.484035159E2,2.354599953E0,1.715320015E1,-3.100020027E1,3.550758839E1
1.484135158E2,2.195999861E0,1.697019958E1,-3.107339859E1,3.547345753E1
1.484235158E2,2.049599886E0,1.677499962E1,-3.117099953E1,3.545747712E1
1.484335159E2,1.878799915E0,1.656760025E1,-3.124419975E1,3.541490202E1
1.484435158E2,1.793399930E0,1.638459969E1,-3.128079987E1,3.535759933E1
1.484535158E2,1.695799947E0,1.627479935E1,-3.136619949E1,3.537772324E1
1.484635159E2,1.610399961E0,1.617720032E1,-3.136619949E1,3.532893529E1
1.484735158E2,1.463999987E0,1.606739998E1,-3.142720032E1,3.532666921E1
1.484835158E2,1.293200016E0,1.609179878E1,-3.146379852E1,3.536366740E1
1.484935159E2,1.146799922E0,1.607959938E1,-3.147599983E1,3.536392557E1
1.485035158E2,9.759999514E-1,1.614060020E1,-3.146379852E1,3.537572852E1
1.485135158E2,7.319999933E-1,1.614060020E1,-3.148819923E1,3.539154546E1
1.485235158E2,4.391999841E-1,1.614060020E1,-3.150039864E1,3.539755621E1
1.485335159E2,6.099999696E-2,1.610400009E1,-3.147599983E1,3.535648604E1
1.485435158E2,-3.172000051E-1,1.606739998E1,-3.151259995E1,3.537380264E1
1.485535158E2,-6.832000017E-1,1.606739998E1,-3.147599983E1,3.534638128E1
1.485635159E2,-1.097999930E0,1.596980000E1,-3.156139946E1,3.538872775E1
1.485735158E2,-1.488399982E0,1.584779930E1,-3.162240028E1,3.540260269E1
1.485835158E2,-1.903199911E0,1.564039993E1,-3.167119980E1,3.537384877E1
1.485935159E2,-2.305799961E0,1.544519997E1,-3.171999931E1,3.535575302E1
1.486035158E2,-2.684000015E0,1.521339989E1,-3.171999931E1,3.528186147E1
1.486135158E2,-3.001199961E0,1.503039932E1,-3.180539894E1,3.530585655E1
1.486235159E2,-3.306200027E0,1.479859924E1,-3.180539894E1,3.523510891E1
1.486335158E2,-3.611199856E0,1.454239941E1,-3.190299988E1,3.524661042E1
1.486435158E2,-3.842999935E0,1.434719944E1,-3.181760025E1,3.511367919E1
1.486535159E2,-4.123600006E0,1.415199947E1,-3.184199905E1,3.508840364E1
1.486635158E2,-4.343199730E0,1.394460011E1,-3.184199905E1,3.503181639E1
1.486735158E2,-4.550600052E0,1.374940014E1,-3.181760025E1,3.495874212E1
1.486835159E2,-4.757999897E0,1.360299969E1,-3.187859917E1,3.498464304E1
1.486935158E2,-4.965399742E0,1.335900021E1,-3.186639977E1,3.490824423E1
1.487035158E2,-5.124000072E0,1.315159988E1,-3.196399879E1,3.494162525E1
1.487135159E2,-5.233799934E0,1.299300003E1,-3.196399879E1,3.489853766E1
1.487235158E2,-5.343599796E0,1.285879993E1,-3.207379913E1,3.496614628E1
1.487335158E2,-5.392399788E0,1.265139961E1,-3.211040115E1,3.493155808E1
1.487435159E2,-5.380199909E0,1.251719952E1,-3.209819794E1,3.487006088E1
1.487535158E2,-5.319200039E0,1.239519978E1,-3.209819794E1,3.481708169E1
1.487635158E2,-5.209399700E0,1.232199955E1,-3.204940033E1,3.472943391E1
1.487735158E2,-5.050799847E0,1.233419991E1,-3.206159973E1,3.472159622E1
1.487835159E2,-4.892199993E0,1.230980015E1,-3.201279831E1,3.464511590E1
1.487935158E2,-4.599400043E0,1.226099968E1,-3.200059891E1,3.457636367E1
1.488035158E2,-4.306600094E0,1.230980015E1,-3.195179939E1,3.451080220E1
1.488135159E2,-3.879599810E0,1.241959953E1,-3.196399879E1,3.451079492E1
1.488235158E2,-3.501399994E0,1.243179989E1,-3.196399879E1,3.447472508E1
1.488335158E2,-3.098799944E0,1.249279976E1,-3.195179939E1,3.444691701E1
1.488435159E2,-2.671799898E0,1.266359997E1,-3.196399879E1,3.448481547E1
1.488535158E2,-2.220399857E0,1.279780006E1,-3.196399879E1,3.450233443E1
1.488635158E2,-1.781199932E0,1.300519943E1,-3.196399879E1,3.455437895E1
1.488735159E2,-1.451799989E0,1.317599964E1,-3.195179939E1,3.459237162E1
1.488835158E2,-1.158999920E0,1.328579998E1,-3.201279831E1,3.467960521E1
1.488935158E2,-1.000399947E0,1.346879959E1,-3.191519928E1,3.465529263E1
1.489035159E2,-7.441999912E-1,1.381040001E1,-3.190299988E1,3.477186195E1
1.489135158E2,-5.001999736E-1,1.421299934E1,-3.184199905E1,3.487366419E1
1.489235158E2,-3.537999988E-1,1.444479942E1,-3.176879883E1,3.490034361E1
1.489335159E2,-2.195999920E-1,1.471319962E1,-3.165899849E1,3.491158336E1
1.489435158E2,-3.660000116E-2,1.495720005E1,-3.154920006E1,3.491520009E1
1.489535158E2,1.341999918E-1,1.529879951E1,-3.142720032E1,3.495340035E1
1.489635159E2,3.537999988E-1,1.555499935E1,-3.118319893E1,3.484931957E1
1.489735158E2,6.466000080E-1,1.587220001E1,-3.110999870E1,3.493102982E1
1.489835158E2,8.295999765E-1,1.610400009E1,-3.096360016E1,3.491090932E1
1.489935159E2,1.012599945E0,1.617720032E1,-3.087819862E1,3.487392033E1
1.490035158E2,1.281000018E0,1.627479935E1,-3.079279900E1,3.485264014E1
1.490135158E2,1.585999966E0,1.642119980E1,-3.073180008E1,3.488000480E1
1.490235158E2,1.866599917E0,1.657979965E1,-3.073180008E1,3.496880736E1
1.490335159E2,2.134999990E0,1.659199905E1,-3.069519997E1,3.495780254E1
1.490435158E2,2.391200066E0,1.667740059E1,-3.075619888E1,3.506846586E1
1.490535158E2,2.586400032E0,1.664080048E1,-3.065859985E1,3.497935749E1
1.490635159E2,2.879199982E0,1.657979965E1,-3.071959877E1,3.502675117E1
1.490735158E2,3.159800053E0,1.660420036E1,-3.076840019E1,3.510524543E1
1.490835158E2,3.403800011E0,1.660420036E1,-3.081719971E1,3.517079928E1
1.490935159E2,3.635599852E0,1.657979965E1,-3.084159851E1,3.520385691E1
1.491035158E2,3.830799818E0,1.654319954E1,-3.075619888E1,3.513255254E1
1.491135158E2,4.038199902E0,1.656760025E1,-3.080500031E1,3.520994860E1
1.491235159E2,4.257800102E0,1.657979965E1,-3.075619888E1,3.519889754E1
1.491335158E2,4.428599834E0,1.661639977E1,-3.078059959E1,3.525851031E1
1.491435158E2,4.599400043E0,1.662859917E1,-3.067079926E1,3.519037820E1
1.491535159E2,4.733600140E0,1.662859917E1,-3.059759903E1,3.514442128E1
1.491635158E2,4.867799759E0,1.665299988E1,-3.053660011E1,3.512124465E1
1.491735158E2,4.977600098E0,1.659199905E1,-3.042679977E1,3.501229898E1
1.491835159E2,5.099599838E0,1.656760025E1,-3.040239906E1,3.499710224E1
1.491935158E2,5.160599709E0,1.654319954E1,-3.037800026E1,3.497330611E1
1.492035158E2,5.209399700E0,1.648220062E1,-3.039019966E1,3.496233714E1
1.492135159E2,5.209399700E0,1.633580017E1,-3.039019966E1,3.489355883E1
1.492235158E2,5.197199821E0,1.629920006E1,-3.052439880E1,3.499162372E1
1.492335158E2,5.172800064E0,1.623819923E1,-3.054879951E1,3.498093948E1
1.492435159E2,5.111799717E0,1.614060020E1,-3.063419914E1,3.500148037E1
1.492535158E2,5.075200081E0,1.606739998E1,-3.074399948E1,3.505870080E1
1.492635158E2,5.038599968E0,1.599419975E1,-3.085379982E1,3.511636198E1
1.492735158E2,5.062999725E0,1.589659977E1,-3.090259933E1,3.511846375E1
1.492835159E2,5.087399960E0,1.581120014E1,-3.096360016E1,3.513716299E1
1.492935158E2,5.209399700E0,1.583559990E1,-3.101239967E1,3.520899037E1
1.493035158E2,5.282599926E0,1.576239967E1,-3.097579956E1,3.515479006E1
1.493135159E2,5.416800022E0,1.567700005E1,-3.101239967E1,3.516929039E1
1.493235158E2,5.502200127E0,1.567700005E1,-3.104899979E1,3.521481115E1
1.493335158E2,5.514400005E0,1.565259933E1,-3.107339859E1,3.522738386E1
1.493435159E2,5.489999771E0,1.556719971E1,-3.108559990E1,3.519648172E1
1.493535158E2,5.392399788E0,1.554279995E1,-3.108559990E1,3.517060032E1
1.493635158E2,5.294799805E0,1.545739937E1,-3.115880013E1,3.518290672E1
1.493735159E2,5.050799847E0,1.533539963E1,-3.120759964E1,3.513686577E1
1.493835158E2,4.782400131E0,1.522559929E1,-3.137839890E1,3.520360979E1
1.493935158E2,4.465199947E0,1.514019966E1,-3.150039864E1,3.523405697E1
1.494035159E2,4.160200119E0,1.494499969E1,-3.159799957E1,3.520076502E1
1.494135158E2,3.818599939E0,1.477419949E1,-3.169559860E1,3.517768677E1
1.494235158E2,3.415999889E0,1.459119987E1,-3.187859917E1,3.522523604E1
1.494335159E2,3.013399839E0,1.426179981E1,-3.198839951E1,3.515305414E1
1.494435158E2,2.549799919E0,1.398119926E1,-3.209819794E1,3.510369957E1
1.494535158E2,2.183799982E0,1.365180016E1,-3.226900101E1,3.510596895E1
1.494635159E2,1.805599928E0,1.332240009E1,-3.236660004E1,3.504772936E1
1.494735158E2,1.329800010E0,1.284659958E1,-3.248859787E1,3.496158578E1
1.494835158E2,9.759999514E-1,1.246840000E1,-3.259840012E1,3.491517241E1
1.494935159E2,6.710000038E-1,1.206579971E1,-3.273260117E1,3.489207564E1
1.495035158E2,4.391999841E-1,1.174860001E1,-3.281800079E1,3.486034531E1
1.495135158E2,2.439999878E-1,1.152899933E1,-3.293999863E1,3.490015575E1
1.495235158E2,1.097999960E-1,1.130939960E1,-3.300099945E1,3.488524817E1
1.495335159E2,2.439999953E-2,1.119960022E1,-3.303759766E1,3.488430162E1
1.495435158E2,-2.439999953E-2,1.117519951E1,-3.304980087E1,3.488803544E1
1.495535158E2,1.219999976E-2,1.127279949E1,-3.298880005E1,3.486168507E1
1.495635159E2,2.439999953E-2,1.140699959E1,-3.296440125E1,3.488225888E1
1.495735158E2,8.540000021E-2,1.160219955E1,-3.292779922E1,3.491215103E1
1.495835158E2,1.708000004E-1,1.182180023E1,-3.287899780E1,3.494012922E1
1.495935159E2,3.050000072E-1,1.200479984E1,-3.281800079E1,3.494609306E1
1.496035158E2,3.903999925E-1,1.221220016E1,-3.273260117E1,3.493870954E1
1.496135158E2,5.001999736E-1,1.240740013E1,-3.269599915E1,3.497459275E1
1.496235159E2,6.466000080E-1,1.255379963E1,-3.261059952E1,3.494949467E1
1.496335158E2,8.173999786E-1,1.271239948E1,-3.257399750E1,3.497625704E1
1.496435158E2,9.637999535E-1,1.285879993E1,-3.250080109E1,3.496540744E1
1.496535159E2,1.061399937E0,1.298079967E1,-3.246419907E1,3.497930747E1
1.496635158E2,1.158999920E0,1.302960014E1,-3.240319824E1,3.494396968E1
1.496735158E2,1.195600033E0,1.311499977E1,-3.236660004E1,3.494323220E1
1.496835159E2,1.293200016E0,1.323699951E1,-3.240319824E1,3.502652964E1
1.496935158E2,1.293200016E0,1.327359962E1,-3.237879944E1,3.501781641E1
1.497035158E2,1.268800020E0,1.332240009E1,-3.237879944E1,3.503545134E1
1.497135159E2,1.244400024E0,1.338339996E1,-3.243980026E1,3.511416476E1
1.497235158E2,1.207800031E0,1.342000008E1,-3.245199966E1,3.513811983E1
1.497335158E2,1.220000029E0,1.344439983E1,-3.250080109E1,3.519293051E1
1.497435159E2,1.244400024E0,1.349319935E1,-3.254959869E1,3.525750041E1
1.497535158E2,1.329800010E0,1.351760006E1,-3.259840012E1,3.531500488E1
1.497635158E2,1.415199995E0,1.355420017E1,-3.258620071E1,3.532109299E1
1.497735158E2,1.488399982E0,1.362739944E1,-3.257399750E1,3.534100541E1
1.497835159E2,1.622599959E0,1.372499943E1,-3.253739929E1,3.535096594E1
1.497935158E2,1.781199932E0,1.378599930E1,-3.246419907E1,3.531502047E1
1.498035158E2,1.939799905E0,1.388359928E1,-3.247639847E1,3.537278064E1
1.498135159E2,2.025199890E0,1.401779938E1,-3.239099884E1,3.535218437E1
1.498235158E2,2.110599995E0,1.418859959E1,-3.235440063E1,3.539178197E1
1.498335158E2,2.122799873E0,1.437160015E1,-3.234220123E1,3.545514280E1
1.498435159E2,2.171599865E0,1.453020000E1,-3.234220123E1,3.552267640E1
1.498535158E2,2.305799961E0,1.472539997E1,-3.231779861E1,3.558924311E1
1.498635158E2,2.366800070E0,1.488399982E1,-3.228120041E1,3.562598901E1
1.498735159E2,2.464400053E0,1.511579990E1,-3.225679779E1,3.570800580E1
1.498835158E2,2.525399923E0,1.528660011E1,-3.219580078E1,3.572992269E1
1.498935158E2,2.671799898E0,1.544519997E1,-3.211040115E1,3.573192661E1
1.499035159E2,2.793799877E0,1.559159946E1,-3.202499771E1,3.572819293E1
1.499135158E2,2.952399969E0,1.575019932E1,-3.196399879E1,3.575587592E1
1.499235158E2,3.062199831E0,1.585999966E1,-3.181760025E1,3.568299795E1
1.499335159E2,3.110999823E0,1.599419975E1,-3.174440002E1,3.568192369E1
1.499435158E2,3.147599936E0,1.609179878E1,-3.174440002E1,3.572898412E1
1.499535158E2,3.159800053E0,1.614060020E1,-3.169559860E1,3.570874238E1
1.499635159E2,3.233000040E0,1.622599983E1,-3.174440002E1,3.579723862E1
1.499735158E2,3.208600044E0,1.634799957E1,-3.179319954E1,3.589372844E1
1.499835158E2,3.184200048E0,1.643339920E1,-3.178100014E1,3.591973982E1
1.499935159E2,3.159800053E0,1.645779991E1,-3.179319954E1,3.593954718E1
1.500035158E2,3.171999931E0,1.655539894E1,-3.179319954E1,3.598541864E1
1.500135158E2,3.171999931E0,1.660420036E1,-3.182979965E1,3.604021641E1
1.500235158E2,3.184200048E0,1.667740059E1,-3.181760025E1,3.606431070E1
1.500335159E2,3.208600044E0,1.679940033E1,-3.181760025E1,3.612304876E1
1.500435158E2,3.098799944E0,1.682379913E1,-3.173219872E1,3.604962155E1
1.500535158E2,3.123199940E0,1.677499962E1,-3.167119980E1,3.597526771E1
1.500635159E2,3.184200048E0,1.677499962E1,-3.165899849E1,3.596987528E1
1.500735158E2,3.208600044E0,1.682379913E1,-3.158580017E1,3.593046206E1
1.500835158E2,3.184200048E0,1.675059891E1,-3.161019897E1,3.591554500E1
1.500935159E2,3.159800053E0,1.672620010E1,-3.151259995E1,3.581611455E1
1.501035158E2,3.171999931E0,1.673839951E1,-3.153699875E1,3.584435648E1
1.501135158E2,3.110999823E0,1.665299988E1,-3.151259995E1,3.577771206E1
1.501235159E2,3.123199940E0,1.664080048E1,-3.150039864E1,3.576235077E1
1.501335158E2,3.123199940E0,1.667740059E1,-3.154920006E1,3.582236861E1
1.501435158E2,3.049999952E0,1.665299988E1,-3.151259995E1,3.577245952E1
